empresa,sindicato,tipo,categoria,estado,endereço,bairro,cep,Cidade,email
Empresa 366,Empresa 366,Trabalhador,Categoria 366,"*Bahia*: Abaré, Acajutiba, Adustina, Água Fria, Aiquara, Alagoinhas, Almadina, Amargosa, Amélia Rodrigues, América Dourada, Andorinha, Angical, Anguera, Antas, Antônio Cardoso, Antônio Gonçalves, Aporá, Apuarema, Araçás, Araci, Aramari, Arataca, Aurelino Leal, Baianópolis, Baixa Grande, Banzaê, Barra, Barra do Choça, Barra do Mendes, Barra do Rocha, Barreiras, Barro Alto, Barro Preto, Barrocas, Belmonte, Belo Campo, Biritinga, Boa Nova, Bom Jesus da Lapa, Bom Jesus da Serra, Boquira, Botuporã, Brejões, Brejolândia, Brotas de Macaúbas, Buerarema, Buritirama, Caatiba, Cabaceiras do Paraguaçu, Cachoeira, Caém, Caetanos, Cafarnaum, Caldeirão Grande, Camacan, Camaçari, Camamu, Campo Alegre de Lourdes, Campo Formoso, Canápolis, Canarana, Canavieiras, Candeal, Candeias, Cândido Sales, Cansanção, Canudos, Capela do Alto Alegre, Capim Grosso, Cardeal da Silva, Casa Nova, Castro Alves, Catolândia, Catu, Caturama, Central, Chorrochó, Cícero Dantas, Cipó, Coaraci, Cocos, Conceição da Feira, Conceição do Almeida, Conceição do Coité, Conceição do Jacuípe, Conde, Contendas do Sincorá, Coração de Maria, Coribe, Coronel João Sá, Correntina, Cotegipe, Cravolândia, Crisópolis, Cristópolis, Cruz das Almas, Curaçá, Dário Meira, Dias d'Ávila, Dom Macedo Costa, Elísio Medrado, Encruzilhada, Entre Rios, Esplanada, Euclides da Cunha, Eunápolis, Fátima, Feira da Mata, Feira de Santana, Filadélfia, Firmino Alves, Floresta Azul, Formosa do Rio Preto, Gandu, Gavião, Gentio do Ouro, Glória, Gongogi, Governador Mangabeira, Guaratinga, Heliópolis, Ibicaraí, Ibicuí, Ibipeba, Ibipitanga, Ibirapitanga, Ibirataia, Ibititá, Ibotirama, Ichu, Iguaí, Ilhéus, Inhambupe, Ipecaetá, Ipiaú, Ipirá, Ipupiara, Irajuba, Iramaia, Irará, Irecê, Itabela, Itabuna, Itacaré, Itagi, Itagibá, Itagimirim, Itaguaçu da Bahia, Itaju do Colônia, Itajuípe, Itamari, Itambé, Itanagra, Itaparica, Itapé, Itapebi, Itapetinga, Itapicuru, Itapitanga, Itaquara, Itarantim, Itatim, Itiruçu, Itiúba, Itororó, Jaborandi, Jacobina, Jaguaquara, Jaguarari, Jandaíra, Jequié, Jeremoabo, Jiquiriçá, Jitaúna, João Dourado, Juazeiro, Jussara, Jussari, Lafaiete Coutinho, Laje, Lajedo do Tabocal, Lamarão, Lapão, Lauro de Freitas, Luís Eduardo Magalhães, Macarani, Macaúbas, Macururé, Madre de Deus, Maiquinique, Mairi, Manoel Vitorino, Mansidão, Maracás, Maragogipe, Maraú, Mascote, Mata de São João, Miguel Calmon, Milagres, Mirangaba, Mirante, Monte Santo, Morpará, Morro do Chapéu, Mulungu do Morro, Mundo Novo, Muquém do São Francisco, Muritiba, Mutuípe, Nordestina, Nova Canaã, Nova Fátima, Nova Ibiá, Nova Itarana, Nova Redenção, Nova Soure, Novo Horizonte, Novo Triunfo, Olindina, Oliveira dos Brejinhos, Ouriçangas, Ourolândia, Palmeiras, Paratinga, Paripiranga, Pau Brasil, Paulo Afonso, Pé de Serra, Pedrão, Pedro Alexandre, Piatã, Pilão Arcado, Pindobaçu, Pintadas, Piraí do Norte, Piritiba, Planaltino, Planalto, Poções, Pojuca, Ponto Novo, Porto Seguro, Potiraguá, Presidente Dutra, Queimadas, Quijingue, Quixabeira, Rafael Jambeiro, Remanso, Retirolândia, Riachão das Neves, Riachão do Jacuípe, Ribeira do Amparo, Ribeira do Pombal, Ribeirão do Largo, Rio do Pires, Rio Real, Rodelas, Ruy Barbosa, Salinas da Margarida, Salvador, Santa Bárbara, Santa Brígida, Santa Cruz Cabrália, Santa Cruz da Vitória, Santa Inês, Santa Luzia, Santa Maria da Vitória, Santa Rita de Cássia, Santa Terezinha, Santaluz, Santana, Santanópolis, Santo Amaro, Santo Antônio de Jesus, Santo Estêvão, São Desidério, São Domingos, São Felipe, São Félix, São Félix do Coribe, São Francisco do Conde, São Gabriel, São Gonçalo dos Campos, São José da Vitória, São José do Jacuípe, São Miguel das Matas, São Sebastião do Passé, Sapeaçu, Sátiro Dias, Saubara, Saúde, Seabra, Senhor do Bonfim, Sento Sé, Serra do Ramalho, Serra Dourada, Serra Preta, Serrinha, Serrolândia, Simões Filho, Sítio do Mato, Sítio do Quinto, Sobradinho, Souto Soares, Tabocas do Brejo Velho, Tanquinho, Tapiramutá, Teodoro Sampaio, Teofilândia, Teolândia, Terra Nova, Tucano, Uauá, Ubaíra, Ubaitaba, Ubatã, Uibaí, Umburanas, Una, Uruçuca, Utinga, Valente, Várzea da Roça, Várzea do Poço, Várzea Nova, Varzedo, Vera Cruz, Vitória da Conquista, Wagner, Wanderley, Wenceslau Guimarães e Xique-Xique.",Endereço 366,Centro,40.020-056,Salvador/BA,366email@emailfalso.com
Empresa 367,Empresa 367,Trabalhador,Categoria 367,*Mato Grosso do Sul*: Camapuã.,Endereço 367,Parque dos Ipês,79.420-000,Camapuã/MS,367email@emailfalso.com
Empresa 368,Empresa 368,Trabalhador,Categoria 368,*São Paulo*: Santana de Parnaíba.,Endereço 368,Centro,06.501-050,Santana de Parnaíba/SP,368email@emailfalso.com
Empresa 369,Empresa 369,Trabalhador,Categoria 369,*Rondônia*.,Endereço 369,Pedrinhas,76.801-492,Porto Velho/RO,369email@emailfalso.com
Empresa 370,Empresa 370,Trabalhador,Categoria 370,*Goiás*: Planaltina.,Endereço 370,Setor Norte,73.751-070,Planaltina de Goiás/GO,370email@emailfalso.com
Empresa 371,Empresa 371,Trabalhador,Categoria 371,*Paraná*.,Endereço 371,Centro,80.010-010,Curitiba/PR,371email@emailfalso.com
Empresa 372,Empresa 372,Trabalhador,Categoria 372,*Alagoas*.,Endereço 372,Jaraguá,57.022-080,Maceió/AL,372email@emailfalso.com
Empresa 373,Empresa 373,Trabalhador,Categoria 373,*Paraná*: Toledo.,Endereço 373,Centro,85.900-050,Toledo/PR,373email@emailfalso.com
Empresa 374,Empresa 374,Trabalhador,Categoria 374,*Ceará*.,Endereço 374,Centro,60.020-000,Fortaleza/CE,374email@emailfalso.com
Empresa 375,Empresa 375,Trabalhador,Categoria 375,*Piauí*: Teresina.,Endereço 375,Matinha,64.002-180,Teresina/PI,375email@emailfalso.com
Empresa 376,Empresa 376,Trabalhador,Categoria 376,"*Rondônia*: Alta Floresta D'Oeste, Alto Alegre dos Parecis, Nova Brasilândia D'Oeste, Novo Horizonte do Oeste, Parecis, Rolim de Moura e Santa Luzia D'Oeste.",Endereço 376,CENTRO,76.940-000,Rolim de Moura/RO,376email@emailfalso.com
Empresa 377,Empresa 377,Trabalhador,Categoria 377,*Rio Grande do Sul*: Vale Verde.,Endereço 377,centro,95.833-000,Vale Verde/RS,377email@emailfalso.com
Empresa 378,Empresa 378,Trabalhador,Categoria 378,*Maranhão*: São Benedito do Rio Preto.,Endereço 378,Centro,65.440-000,São Benedito do Rio Preto/MA,378email@emailfalso.com
Empresa 379,Empresa 379,Trabalhador,Categoria 379,*São Paulo*: Santa Mercedes.,Endereço 379,Centro,17.940-000,Santa Mercedes/SP,379email@emailfalso.com
Empresa 380,Empresa 380,Trabalhador,Categoria 380,*São Paulo*: Monte Azul Paulista.,Endereço 380,Bairro São Francisco,14.730-000,Monte Azul Paulista/SP,380email@emailfalso.com
Empresa 381,Empresa 381,Trabalhador,Categoria 381,*Rio Grande do Sul*.,Endereço 381,Cidade Baixa,90.160-070,Porto Alegre/RS,381email@emailfalso.com
Empresa 382,Empresa 382,Trabalhador,Categoria 382,*Rio Grande do Sul*: Canoas.,Endereço 382,Centro,92.010-300,Canoas/RS,382email@emailfalso.com
Empresa 383,Empresa 383,Trabalhador,Categoria 383,*Santa Catarina*: Videira.,Endereço 383,Alvorada,89.560-000,Videira/SC,383email@emailfalso.com
Empresa 384,Empresa 384,Trabalhador,Categoria 384,"*Santa Catarina*: Armazém, Capivari de Baixo, Pedras Grandes, Sangão, Treze de Maio e Tubarão.",Endereço 384,Centro,88.701-150,Tubarão/SC,384email@emailfalso.com
Empresa 385,Empresa 385,Trabalhador,Categoria 385,*Santa Catarina*: São João Batista.,Endereço 385,centro,88.240-000,São João Batista/SC,385email@emailfalso.com
Empresa 386,Empresa 386,Trabalhador,Categoria 386,*Paraná*: Assis Chateaubriand.,Endereço 386,CENTRO,85.935-000,Assis Chateaubriand/PR,386email@emailfalso.com
Empresa 387,Empresa 387,Trabalhador,Categoria 387,*Paraná*: Nova Aurora.,Endereço 387,CENTRO,85.410-000,Nova Aurora/PR,387email@emailfalso.com
Empresa 388,Empresa 388,Trabalhador,Categoria 388,*Rio Grande do Sul*.,Endereço 388,Centro,90.020-005,Porto Alegre/RS,388email@emailfalso.com
Empresa 389,Empresa 389,Trabalhador,Categoria 389,*Rio Grande do Sul*.,Endereço 389,Centro,90.010-080,Porto Alegre/RS,389email@emailfalso.com
Empresa 390,Empresa 390,Trabalhador,Categoria 390,*Rio Grande do Sul*: Portão.,Endereço 390,Centro,93.180-000,Portão/RS,390email@emailfalso.com
Empresa 391,Empresa 391,Trabalhador,Categoria 391,*Rio Grande do Sul*: Sobradinho.,Endereço 391,centro,96.900-000,Sobradinho/RS,391email@emailfalso.com
Empresa 392,Empresa 392,Trabalhador,Categoria 392,*Rio Grande do Sul*: Panambi.,Endereço 392,Centro,98.280-000,Panambi/RS,392email@emailfalso.com
Empresa 393,Empresa 393,Trabalhador,Categoria 393,*Rio Grande do Sul*: Ijuí.,Endereço 393,CENTRO,98.700-000,Ijuí/RS,393email@emailfalso.com
Empresa 394,Empresa 394,Trabalhador,Categoria 394,*Rio Grande do Sul*: São Gabriel.,Endereço 394,centro,97.300-000,São Gabriel/RS,394email@emailfalso.com
Empresa 395,Empresa 395,Trabalhador,Categoria 395,*Rio Grande do Sul*: Bento Gonçalves.,Endereço 395,Centro,95.700-000,Bento Gonçalves/RS,395email@emailfalso.com
Empresa 396,Empresa 396,Trabalhador,Categoria 396,*Rio Grande do Sul*: São Borja.,Endereço 396,Centro,97.670-000,São Borja/RS,396email@emailfalso.com
Empresa 397,Empresa 397,Trabalhador,Categoria 397,*Rio Grande do Sul*: Gravataí.,Endereço 397,Centro,94.035-250,Gravataí/RS,397email@emailfalso.com
Empresa 398,Empresa 398,Trabalhador,Categoria 398,*Rio Grande do Sul*: Santa Maria.,Endereço 398,Medianeira,97.070-000,Santa Maria/RS,398email@emailfalso.com
Empresa 399,Empresa 399,Trabalhador,Categoria 399,*Santa Catarina*: Florianópolis.,Endereço 399,Córrego Grande,88.037-000,Florianópolis/SC,399email@emailfalso.com
Empresa 400,Empresa 400,Trabalhador,Categoria 400,"*Santa Catarina*: Cocal do Sul, Criciúma, Nova Veneza, Siderópolis, Treviso e Urussanga.",Endereço 400,Pinheirinho,88.804-440,Criciúma/SC,400email@emailfalso.com
Empresa 401,Empresa 401,Trabalhador,Categoria 401,*Santa Catarina*: Pomerode.,Endereço 401,Centro,89.107-000,Pomerode/SC,401email@emailfalso.com
Empresa 402,Empresa 402,Trabalhador,Categoria 402,*Santa Catarina*.,Endereço 402,Boa Vista,89.012-340,Blumenau/SC,402email@emailfalso.com
Empresa 403,Empresa 403,Trabalhador,Categoria 403,*Santa Catarina*: Agronômica.,Endereço 403,Centro,89.188-000,Agronômica/SC,403email@emailfalso.com
Empresa 404,Empresa 404,Trabalhador,Categoria 404,*Paraná*: Irati.,Endereço 404,Rio Bonito,84.500-000,Irati/PR,404email@emailfalso.com
Empresa 405,Empresa 405,Trabalhador,Categoria 405,"*São Paulo*: Barueri, Carapicuíba, Itapevi, Jandira, Osasco e Santana de Parnaíba.",Endereço 405,Jardim Silveira,06.433-000,Barueri/SP,405email@emailfalso.com
Empresa 406,Empresa 406,Trabalhador,Categoria 406,*São Paulo*: Barra Bonita.,Endereço 406,centro,17.340-000,Barra Bonita/SP,406email@emailfalso.com
Empresa 407,Empresa 407,Trabalhador,Categoria 407,*Minas Gerais*.,Endereço 407,Floresta,31.015-180,Belo Horizonte/MG,407email@emailfalso.com
Empresa 408,Empresa 408,Trabalhador,Categoria 408,*Minas Gerais*: Ribeirão das Neves.,Endereço 408,Cerejeira (Justinópolis),33.902-012,Ribeirão das Neves/MG,408email@emailfalso.com
Empresa 409,Empresa 409,Trabalhador,Categoria 409,*São Paulo*: Paraguaçu Paulista.,Endereço 409,Vila Affine,19.700-000,Paraguaçu Paulista/SP,409email@emailfalso.com
Empresa 410,Empresa 410,Trabalhador,Categoria 410,"*São Paulo*: Assis, Cruzália, Pedrinhas Paulista, Platina e Tarumã.",Endereço 410,Centro,19.800-080,Assis/SP,410email@emailfalso.com
Empresa 411,Empresa 411,Trabalhador,Categoria 411,*Distrito Federal*.,Endereço 411,Asa Sul,70.393-904,Brasília/DF,411email@emailfalso.com
Empresa 412,Empresa 412,Trabalhador,Categoria 412,*São Paulo*: Dourado e São Carlos.,Endereço 412,Vila Prado,13.572-200,São Carlos/SP,412email@emailfalso.com
Empresa 413,Empresa 413,Trabalhador,Categoria 413,*Goiás*.,Endereço 413,Setor Sul,74.083-060,Goiânia/GO,413email@emailfalso.com
Empresa 414,Empresa 414,Trabalhador,Categoria 414,*Goiás*.,Endereço 414,Jardim Goiás,74.805-350,Goiânia/GO,414email@emailfalso.com
Empresa 415,Empresa 415,Trabalhador,Categoria 415,*Mato Grosso do Sul*.,Endereço 415,Jardim Veraneio,79.031-902,Campo Grande/MS,415email@emailfalso.com
Empresa 416,Empresa 416,Trabalhador,Categoria 416,*Mato Grosso do Sul*.,Endereço 416,Amambaí,79.005-360,Campo Grande/MS,416email@emailfalso.com
Empresa 417,Empresa 417,Trabalhador,Categoria 417,*Mato Grosso do Sul*.,Endereço 417,Amambaí,79.005-380,Campo Grande/MS,417email@emailfalso.com
Empresa 418,Empresa 418,Trabalhador,Categoria 418,*Mato Grosso do Sul*.,Endereço 418,Vila Bandeirante,79.006-450,Campo Grande/MS,418email@emailfalso.com
Empresa 419,Empresa 419,Trabalhador,Categoria 419,*Mato Grosso do Sul*: Rochedo.,Endereço 419,Centro,79.450-000,Rochedo/MS,419email@emailfalso.com
Empresa 420,Empresa 420,Trabalhador,Categoria 420,*Mato Grosso*.,Endereço 420,Centro Sul,78.020-170,Cuiabá/MT,420email@emailfalso.com
Empresa 421,Empresa 421,Trabalhador,Categoria 421,"*Acre*, *Amapá*, *Distrito Federal*, *Goiás*, *Mato Grosso*, *Mato Grosso do Sul*, *Rondônia*, *Roraima* e *Tocantins*.",Endereço 421,Zona Industrial,70.610-430,Brasília/DF,421email@emailfalso.com
Empresa 422,Empresa 422,Trabalhador,Categoria 422,*Mato Grosso do Sul*.,Endereço 422,Vila Alba,79.100-410,Campo Grande/MS,422email@emailfalso.com
Empresa 423,Empresa 423,Trabalhador,Categoria 423,*Espírito Santo*: Baixo Guandu.,Endereço 423,Centro,29.730-000,Baixo Guandu/ES,423email@emailfalso.com
Empresa 424,Empresa 424,Trabalhador,Categoria 424,*Espírito Santo*: Linhares.,Endereço 424,Três Barras,29.907-080,Linhares/ES,424email@emailfalso.com
Empresa 425,Empresa 425,Trabalhador,Categoria 425,*Espírito Santo*: Piúma.,Endereço 425,Acaiaca,29.285-000,Piúma/ES,425email@emailfalso.com
Empresa 426,Empresa 426,Trabalhador,Categoria 426,*Rio de Janeiro*.,Endereço 426,Centro,20.031-007,Rio de Janeiro/RJ,426email@emailfalso.com
Empresa 427,Empresa 427,Trabalhador,Categoria 427,*Mato Grosso do Sul*.,Endereço 427,Vila Taquarussu,79.006-070,Campo Grande/MS,427email@emailfalso.com
Empresa 428,Empresa 428,Trabalhador,Categoria 428,*Mato Grosso*.,Endereço 428,Baú,78.008-000,Cuiabá/MT,428email@emailfalso.com
Empresa 429,Empresa 429,Trabalhador,Categoria 429,*Goiás*.,Endereço 429,Setor Sul,74.083-300,Goiânia/GO,429email@emailfalso.com
Empresa 430,Empresa 430,Trabalhador,Categoria 430,*Rio de Janeiro*: Angra dos Reis.,Endereço 430,Centro,23.900-211,Angra dos Reis/RJ,430email@emailfalso.com
Empresa 431,Empresa 431,Trabalhador,Categoria 431,*Rio de Janeiro*.,Endereço 431,Centro,24.020-096,Niterói/RJ,431email@emailfalso.com
Empresa 432,Empresa 432,Trabalhador,Categoria 432,*São Paulo*: Araraquara.,Endereço 432,Centro,14.801-290,Araraquara/SP,432email@emailfalso.com
Empresa 433,Empresa 433,Trabalhador,Categoria 433,*Espírito Santo*: Colatina.,Endereço 433,Vila Nova,29.702-130,Colatina/ES,433email@emailfalso.com
Empresa 434,Empresa 434,Trabalhador,Categoria 434,*Espírito Santo*.,Endereço 434,do Moscoso,29.020-755,Vitória/ES,434email@emailfalso.com
Empresa 435,Empresa 435,Trabalhador,Categoria 435,*Rio de Janeiro*: Maricá.,Endereço 435,Saco das Flores,24.900-000,Maricá/RJ,435email@emailfalso.com
Empresa 436,Empresa 436,Trabalhador,Categoria 436,*Mato Grosso do Sul*: Dourados.,Endereço 436,Vila Industrial,79.840-150,Dourados/MS,436email@emailfalso.com
Empresa 437,Empresa 437,Trabalhador,Categoria 437,*Mato Grosso do Sul*: Ribas do Rio Pardo.,Endereço 437,Jardim Vista Alegre,79.180-000,Ribas do Rio Pardo/MS,437email@emailfalso.com
Empresa 438,Empresa 438,Trabalhador,Categoria 438,*Mato Grosso do Sul*: Bataguassu.,Endereço 438,centro,79.780-000,Bataguassu/MS,438email@emailfalso.com
Empresa 439,Empresa 439,Trabalhador,Categoria 439,*Mato Grosso do Sul*: Ivinhema.,Endereço 439,Itapoã,79.740-000,Ivinhema/MS,439email@emailfalso.com
Empresa 440,Empresa 440,Trabalhador,Categoria 440,*Pernambuco*: Olinda.,Endereço 440,Varadouro,53.020-490,Olinda/PE,440email@emailfalso.com
Empresa 441,Empresa 441,Trabalhador,Categoria 441,*Paraíba*.,Endereço 441,Centro,58.013-290,João Pessoa/PB,441email@emailfalso.com
Empresa 442,Empresa 442,Trabalhador,Categoria 442,*Paraíba*.,Endereço 442,Centro,58.010-180,João Pessoa/PB,442email@emailfalso.com
Empresa 443,Empresa 443,Trabalhador,Categoria 443,*Paraíba*.,Endereço 443,Torre,58.040-030,João Pessoa/PB,443email@emailfalso.com
Empresa 444,Empresa 444,Trabalhador,Categoria 444,*Paraíba*.,Endereço 444,Estados,58.030-000,João Pessoa/PB,444email@emailfalso.com
Empresa 445,Empresa 445,Trabalhador,Categoria 445,*Rio Grande do Norte*.,Endereço 445,Cidade Alta,59.025-003,Natal/RN,445email@emailfalso.com
Empresa 446,Empresa 446,Trabalhador,Categoria 446,*Rio Grande do Norte*.,Endereço 446,Lagoa Seca,59.022-220,Natal/RN,446email@emailfalso.com
Empresa 447,Empresa 447,Trabalhador,Categoria 447,*Pernambuco*: Paulista.,Endereço 447,Nobre,53.404-020,Paulista/PE,447email@emailfalso.com
Empresa 448,Empresa 448,Trabalhador,Categoria 448,*Pernambuco*.,Endereço 448,Santo Antônio,50.010-310,Recife/PE,448email@emailfalso.com
Empresa 449,Empresa 449,Trabalhador,Categoria 449,*Pernambuco*.,Endereço 449,Cordeiro,50.711-280,Recife/PE,449email@emailfalso.com
Empresa 450,Empresa 450,Trabalhador,Categoria 450,*Pernambuco*: São Bento do Una.,Endereço 450,Centro,55.370-000,São Bento do Una/PE,450email@emailfalso.com
Empresa 451,Empresa 451,Trabalhador,Categoria 451,*Alagoas*.,Endereço 451,Farol,57.051-150,Maceió/AL,451email@emailfalso.com
Empresa 452,Empresa 452,Trabalhador,Categoria 452,*Alagoas*.,Endereço 452,Poço,57.025-040,Maceió/AL,452email@emailfalso.com
Empresa 453,Empresa 453,Trabalhador,Categoria 453,*Pernambuco*.,Endereço 453,Boa Vista,50.050-200,Recife/PE,453email@emailfalso.com
Empresa 454,Empresa 454,Trabalhador,Categoria 454,*Pernambuco*: Recife.,Endereço 454,Santo Amaro,50.050-150,Recife/PE,454email@emailfalso.com
Empresa 455,Empresa 455,Trabalhador,Categoria 455,*Pernambuco*.,Endereço 455,Ilha do Retiro,50.750-380,Recife/PE,455email@emailfalso.com
Empresa 456,Empresa 456,Trabalhador,Categoria 456,*Minas Gerais*: Juiz de Fora.,Endereço 456,Centro,36.015-410,Juiz de Fora/MG,456email@emailfalso.com
Empresa 457,Empresa 457,Trabalhador,Categoria 457,*Minas Gerais*: Itaúna.,Endereço 457,Centro,35.680-253,Itaúna/MG,457email@emailfalso.com
Empresa 458,Empresa 458,Trabalhador,Categoria 458,*Minas Gerais*: Passos.,Endereço 458,Centro,37.900-062,Passos/MG,458email@emailfalso.com
